MYObjectID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYSeparatedFrom,MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYCollectingEventName],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYLabelsVerbatim
10544,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9764,F,Syzeuctus sp1,Amazon 2000,22.05.2000,11.06.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.5-11.6.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/7"
10545,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9764,F,Syzeuctus sp1,Amazon 2000,22.05.2000,11.06.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.5-11.6.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/7"
10546,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9762,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5"
10547,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9762,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5"
10548,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9762,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5"
10549,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9762,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5"
10550,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9762,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5"
10551,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9762,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5"
10552,GX.9116,GX.9376,GX.9162,http://mus.utu.fi/ZMUT.9787,F,Syzeuctus sp1,Amazon 2000,18.08.2000,14.09.2000,-3.953694444444,-73.418722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 18.8.-14.9.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/12"
10553,GX.9116,GX.9376,GX.9162,http://mus.utu.fi/ZMUT.9783,F,Syzeuctus sp1,Amazon 2000,11.06.2000,29.06.2000,-3.953694444444,-73.418722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.-29.6.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/8"
10554,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9766,F,Syzeuctus sp1,Amazon 2000,29.06.2000,16.07.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 29.6.-16.7.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/9"
10555,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9773,F,Syzeuctus sp1,Amazon 2000,08.11.2000,01.12.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.11.-1.12.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/16"
10556,GX.9116,GX.9376,GX.9167,http://mus.utu.fi/ZMUT.9852,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.971972222222,-73.432055555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, J2/5"
10557,GX.9116,GX.9376,GX.9167,http://mus.utu.fi/ZMUT.9852,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.971972222222,-73.432055555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, J2/5"
10558,GX.9116,GX.9376,GX.9167,http://mus.utu.fi/ZMUT.9852,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.971972222222,-73.432055555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, J2/5"
10559,GX.9116,GX.9376,GX.9167,http://mus.utu.fi/ZMUT.9850,F,Syzeuctus sp1,Amazon 2000,08.03.2000,24.03.2000,-3.971972222222,-73.432055555556,,,J2 1.3-16.3.00 (3) 24.III-2000 (7) 8-24.3.00 11.
10560,GX.9116,GX.9376,GX.9167,http://mus.utu.fi/ZMUT.9851,F,Syzeuctus sp1,Amazon 2000,24.03.2000,17.04.2000,-3.971972222222,-73.432055555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, J2/4"
10561,GX.9116,GX.9375,GX.9163,http://mus.utu.fi/ZMUT.9795,F,Syzeuctus sp1,Amazon 2000,24.03.2000,17.04.2000,-3.962972222222,-73.442722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4"
10562,GX.9116,GX.9375,GX.9163,http://mus.utu.fi/ZMUT.9795,F,Syzeuctus sp1,Amazon 2000,24.03.2000,17.04.2000,-3.962972222222,-73.442722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4"
10563,GX.9116,GX.9375,GX.9164,http://mus.utu.fi/ZMUT.9820,F,Syzeuctus sp1,Amazon 2000,02.08.2000,18.08.2000,-3.9675,-73.436527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 2-18.8.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I2/11"
10564,GX.9116,GX.9375,GX.9165,http://mus.utu.fi/ZMUT.9829,F,Syzeuctus sp1,Amazon 2000,29.01.2000,20.02.2000,-3.960833333333,-73.444527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 29.1.-20.2.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I3/1"
10565,GX.9116,GX.9375,GX.9163,http://mus.utu.fi/ZMUT.9795,F,Syzeuctus sp1,Amazon 2000,24.03.2000,17.04.2000,-3.962972222222,-73.442722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4"
10566,GX.9116,GX.9375,GX.9165,http://mus.utu.fi/ZMUT.9831,F,Syzeuctus sp1,Amazon 2000,08.03.2000,24.03.2000,-3.960833333333,-73.444527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I3/3"
10567,GX.9116,GX.9375,GX.9164,http://mus.utu.fi/ZMUT.9814,F,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.9675,-73.436527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4.-3.5.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I2/5"
10568,GX.9116,GX.9375,GX.9152,http://mus.utu.fi/ZMUT.9876,F,Syzeuctus sp1,Amazon 2000,15.10.2000,08.11.2000,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, chamizal Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, K2/15"
10569,GX.9118,GX.9516,GX.9168,http://mus.utu.fi/ZMUT.10017,F,Syzeuctus sp1,Amazon 2011,4.9.2011,11.9.2011,-3.951383333333,-73.402588888889,90,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 5-11.8.2011 Gómez&Sääksjärvi leg. Malaise1 Week16 30 57' 49 ""S  73 24' 93 "" W"
10570,GX.9118,GX.9516,GX.9168,http://mus.utu.fi/ZMUT.10020,F,Syzeuctus sp1,Amazon 2011,25.9.2011,2.10.2011,-3.951383333333,-73.402588888889,90,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 26.9-2.10.2011 Gómez&Sääksjärvi leg. Malaise1 Week19 30 57' 49""S  73 24' 93"" W"
10571,GX.9136,GX.9375,GX.9149,http://mus.utu.fi/ZMUT.9628,M,Syzeuctus sp1,Amazon 1998,17.12.1998,20.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/9 103"
10572,GX.9136,GX.9375,GX.9149,http://mus.utu.fi/ZMUT.9626,M,Syzeuctus sp1,Amazon 1998,17.11.1998,03.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.11-3.12.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/7 159"
10573,GX.9136,GX.9375,GX.9148,http://mus.utu.fi/ZMUT.9614,M,Syzeuctus sp1,Amazon 1998,04.10.1998,20.10.1998,,,,,"60
PERU, Dept. of Loreto Iquitos area, Allpahuayo 4-20.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/4 005
55"
10574,GX.9136,GX.9375,GX.9148,http://mus.utu.fi/ZMUT.9613,M,Syzeuctus sp1,Amazon 1998,18.09.1998,04.10.1998,,,,,"46
PERU, Dept. of Loreto Iquitos area, Allpahuayo 18.9-4.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/3 013
54"
10575,GX.9116,GX.9375,GX.9153,http://mus.utu.fi/ZMUT.9642,M,Syzeuctus sp1,Amazon 2000,16.04.2000,03.05.2000,-3.943361111111,-73.411444444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.4.-3.5.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E1/5"
10576,GX.9116,GX.9375,GX.9154,http://mus.utu.fi/ZMUT.9659,M,Syzeuctus sp1,Amazon 2000,16.04.2000,03.05.2000,-3.942055555556,-73.408166666667,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.4.-3.5.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E2/5"
10577,GX.9116,GX.9377,GX.9156,http://mus.utu.fi/ZMUT.9684,M,Syzeuctus sp1,Amazon 2000,24.03.2000,16.04.2000,-3.9445,-73.413527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-16.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/4"
10578,GX.9116,GX.9375,GX.9160,http://mus.utu.fi/ZMUT.9743,M,Syzeuctus sp1,Amazon 2000,24.01.2000,20.02.2000,-3.934166666667,-73.441388888889,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.1-20.2.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/1"
10579,GX.9116,GX.9375,GX.9158,http://mus.utu.fi/ZMUT.9715,M,Syzeuctus sp1,Amazon 2000,24.03.2000,16.04.2000,-3.946833333333,-73.423472222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/4"
10580,GX.9116,GX.9375,GX.9159,http://mus.utu.fi/ZMUT.9727,M,Syzeuctus sp1,Amazon 2000,24.03.2000,16.04.2000,-3.933888888889,-73.431111111111,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/4"
10581,GX.9116,GX.9375,GX.9159,http://mus.utu.fi/ZMUT.9727,M,Syzeuctus sp1,Amazon 2000,24.03.2000,16.04.2000,-3.933888888889,-73.431111111111,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/4"
10582,GX.9116,GX.9375,GX.9159,http://mus.utu.fi/ZMUT.9727,M,Syzeuctus sp1,Amazon 2000,24.03.2000,16.04.2000,-3.933888888889,-73.431111111111,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/4"
10583,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9760,M,Syzeuctus sp1,Amazon 2000,08.03.2000,24.03.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.3.-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/3"
10584,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9765,M,Syzeuctus sp1,Amazon 2000,11.06.2000,29.06.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 11.-29.6.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/8"
10585,GX.9116,GX.9376,GX.9162,http://mus.utu.fi/ZMUT.9787,M,Syzeuctus sp1,Amazon 2000,18.08.2000,14.09.2000,-3.953694444444,-73.418722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 18.8.-14.9.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/12"
10586,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9767,M,Syzeuctus sp1,Amazon 2000,16.07.2000,02.08.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.7-2.8.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/10"
10587,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9762,M,Syzeuctus sp1,Amazon 2000,17.04.2000,03.05.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.4-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/5"
10588,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9761,M,Syzeuctus sp1,Amazon 2000,24.03.2000,17.04.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/4"
10589,GX.9116,GX.9375,GX.9163,http://mus.utu.fi/ZMUT.9805,M,Syzeuctus sp1,Amazon 2000,15.10.2000,08.11.2000,-3.962972222222,-73.442722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/15"
10590,GX.9116,GX.9375,GX.9163,http://mus.utu.fi/ZMUT.9795,M,Syzeuctus sp1,Amazon 2000,24.03.2000,17.04.2000,-3.962972222222,-73.442722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4"
10591,GX.9116,GX.9375,GX.9163,http://mus.utu.fi/ZMUT.9795,M,Syzeuctus sp1,Amazon 2000,24.03.2000,17.04.2000,-3.962972222222,-73.442722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo April 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/4"
10592,GX.9118,GX.9516,GX.9172,http://mus.utu.fi/ZMUT.10140,M,Syzeuctus sp1,Amazon 2011,23.10.2011,30.10.2011,-3.967336111111,-73.417927777778,125,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 24-30.10.2011 Gómez&Sääksjärvi leg. Malaise6 Week23 30 58' 24 ""S  73 25' 45 "" W"
10593,GX.9118,GX.9516,GX.9168,http://mus.utu.fi/ZMUT.10018,M,Syzeuctus sp1,Amazon 2011,11.9.2011,18.9.2011,-3.951383333333,-73.402588888889,90,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 12-18.9.2011 Gómez&Sääksjärvi leg. Malaise1 Week17 30 57' 49""S  73 24' 93"" W"
10594,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9585,F,Syzeuctus sp2,Amazon 1998,16.12.1998,01.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/9 125
3
[5? or 51?]"
10595,GX.9136,GX.9376,GX.9147,http://mus.utu.fi/ZMUT.9610,F,Syzeuctus sp2,Amazon 1998,17.12.1998,20.01.1999,,,,,"25
PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI C2/9 010
50"
10596,GX.9136,GX.9375,GX.9148,http://mus.utu.fi/ZMUT.9619,F,Syzeuctus sp2,Amazon 1998,17.12.1998,20.01.1999,,,,,"59
PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/9 017
52"
10597,GX.9116,GX.9375,GX.9155,http://mus.utu.fi/ZMUT.9670,F,Syzeuctus sp2,Amazon 2000,08.03.2000,24.03.2000,-3.941388888889,-73.405805555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/3"
10598,GX.9116,GX.9375,GX.9153,http://mus.utu.fi/ZMUT.9641,F,Syzeuctus sp2,Amazon 2000,24.03.2000,16.04.2000,-3.943361111111,-73.411444444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3-16.4.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E1/4"
